PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,FamilySize,IsAlone,AgeGroup,FareGroup,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Rare
627,0,2,2.1240080551703167,0,0,-0.3997582667846179,-0.5609748304808925,1,3,1,False,True,False,True,False,False,False,False,False,True
303,0,3,-0.7962859910387481,0,0,-0.6484216535389205,-0.5609748304808925,1,1,0,False,True,False,False,True,False,False,True,False,False
433,1,2,0.9712604053509489,1,0,-0.12491978668775715,0.059159876663617626,0,2,2,True,False,False,False,True,False,False,False,True,False
523,0,3,-0.10463740114712752,0,0,-0.5029485386158568,-0.5609748304808925,1,1,0,False,True,True,False,False,False,False,True,False,False
405,0,3,-0.719436147717457,0,0,-0.47400492578514347,-0.5609748304808925,1,1,1,True,False,False,False,True,False,True,False,False,False
844,0,3,0.3948865804412651,0,0,-0.5188046047752911,-0.5609748304808925,1,2,0,False,True,True,False,False,False,False,True,False,False
356,0,3,-0.10463740114712752,0,0,-0.45714212526638004,-0.5609748304808925,1,1,1,False,True,False,False,True,False,False,True,False,False
465,0,3,-0.10463740114712752,0,0,-0.4863374216869257,-0.5609748304808925,1,1,1,False,True,False,False,True,False,False,True,False,False
754,0,3,-0.48888661775358344,0,0,-0.4894421904510968,-0.5609748304808925,1,1,0,False,True,False,False,True,False,False,True,False,False
213,0,3,-0.5657364610748746,0,0,-0.5024451714361923,-0.5609748304808925,1,1,0,False,True,False,False,True,False,False,True,False,False
450,1,1,1.7397588385638607,0,0,-0.034313694348132716,-0.5609748304808925,1,3,2,False,True,False,False,True,False,False,False,False,True
80,1,3,0.04906228549545483,0,0,-0.397241430886295,-0.5609748304808925,1,1,1,True,False,False,False,True,False,True,False,False,False
149,0,2,0.5485862670838475,0,2,-0.12491978668775715,0.6792945838081278,0,2,2,False,True,False,False,True,False,False,True,False,False
429,0,3,-0.10463740114712752,0,0,-0.49237782784290063,-0.5609748304808925,1,1,0,False,True,False,True,False,False,False,True,False,False
61,0,3,-0.5657364610748746,0,0,-0.5028639729296732,-0.5609748304808925,1,1,0,False,True,True,False,False,False,False,True,False,False
661,1,1,1.5860591519212783,2,0,2.042579288947925,0.6792945838081278,0,3,3,False,True,False,False,True,False,False,False,False,True
805,1,3,-0.1814872444684187,0,0,-0.5079822104125026,-0.5609748304808925,1,1,0,False,True,False,False,True,False,False,True,False,False
589,0,3,-0.5657364610748746,0,0,-0.4863374216869257,-0.5609748304808925,1,1,1,False,True,False,False,True,False,False,True,False,False
766,1,1,1.6629089952425695,1,0,0.921244330558889,0.059159876663617626,0,3,3,True,False,False,False,True,False,False,False,True,False
266,0,2,0.5101613454232019,0,0,-0.43700743807979686,-0.5609748304808925,1,2,1,False,True,False,False,True,False,False,True,False,False
134,1,2,-0.027787557825836348,1,0,-0.12491978668775715,0.059159876663617626,0,1,2,True,False,False,False,True,False,False,False,True,False
709,1,1,-0.5657364610748746,0,0,2.4029901895877646,-0.5609748304808925,1,1,3,True,False,False,False,True,False,True,False,False,False
545,0,1,1.5860591519212783,1,0,1.4944124302931971,0.059159876663617626,0,3,3,False,True,True,False,False,False,False,True,False,False
347,1,2,0.8175607187083667,0,0,-0.3866707201133388,-0.5609748304808925,1,2,1,True,False,False,False,True,False,True,False,False,False
822,1,3,-0.1814872444684187,0,0,-0.47400492578514347,-0.5609748304808925,1,1,1,False,True,False,False,True,False,False,True,False,False
634,0,1,-0.10463740114712752,0,0,-0.6484216535389205,-0.5609748304808925,1,1,0,False,True,False,False,True,False,False,True,False,False
457,0,1,2.738806801740646,0,0,-0.11384570873513637,-0.5609748304808925,1,4,2,False,True,False,False,True,False,False,True,False,False
501,0,3,-0.9499856776813305,0,0,-0.47400492578514347,-0.5609748304808925,1,1,1,False,True,False,False,True,False,False,True,False,False
431,1,1,-0.10463740114712752,0,0,-0.11384570873513637,-0.5609748304808925,1,1,2,False,True,False,False,True,False,False,True,False,False
446,1,1,-1.949033640858116,0,2,0.9997696105865636,0.6792945838081278,0,0,3,False,True,False,False,True,True,False,False,False,False
651,0,3,-0.10463740114712752,0,0,-0.4894421904510968,-0.5609748304808925,1,1,0,False,True,False,False,True,False,False,True,False,False
173,1,3,-2.1795831708219895,1,1,-0.4242561406845337,0.6792945838081278,0,0,1,True,False,False,False,True,False,True,False,False,False
451,0,2,0.5101613454232019,1,2,-0.08968408411123653,1.299429290952638,0,2,2,False,True,False,False,True,False,False,True,False,False
315,0,2,1.0481102486722402,1,1,-0.11988611489111134,0.6792945838081278,0,2,2,False,True,False,False,True,False,False,True,False,False
333,0,1,0.6638610320657843,0,1,2.441497778832105,0.059159876663617626,0,2,3,False,True,False,False,True,False,False,True,False,False
802,1,2,0.12591212881674602,1,1,-0.11988611489111134,0.6792945838081278,0,1,2,True,False,False,False,True,False,False,False,True,False
91,0,3,-0.027787557825836348,0,0,-0.4863374216869257,-0.5609748304808925,1,1,1,False,True,False,False,True,False,False,True,False,False
835,0,3,-0.8731358343600393,0,0,-0.48130374989027985,-0.5609748304808925,1,1,1,False,True,False,False,True,False,False,True,False,False
182,0,2,-0.10463740114712752,0,0,-0.34539461138084326,-0.5609748304808925,1,1,2,False,True,True,False,False,False,False,True,False,False
582,1,1,0.7407108753870755,1,1,1.5841789061771412,0.6792945838081278,0,2,3,True,False,True,False,False,False,False,False,True,False
796,0,2,0.7407108753870755,0,0,-0.3866707201133388,-0.5609748304808925,1,2,1,False,True,False,False,True,False,False,True,False,False
70,0,3,-0.2583370877897099,2,0,-0.47400492578514347,0.6792945838081278,0,1,1,False,True,False,False,True,False,False,True,False,False
132,0,3,-0.719436147717457,0,0,-0.5064721088735089,-0.5609748304808925,1,1,0,False,True,False,False,True,False,False,True,False,False
335,1,1,-0.10463740114712752,1,0,2.042579288947925,0.059159876663617626,0,1,3,True,False,False,False,True,False,False,False,True,False
598,0,3,1.5092093085999871,0,0,-0.6484216535389205,-0.5609748304808925,1,3,0,False,True,False,False,True,False,False,True,False,False
136,0,2,-0.48888661775358344,0,0,-0.3454791770670269,-0.5609748304808925,1,1,2,False,True,True,False,False,False,False,True,False,False
165,0,3,-2.1795831708219895,4,1,0.1506737441786005,2.5396987052416584,0,0,3,False,True,False,False,True,True,False,False,False,False
29,1,3,-0.10463740114712752,0,0,-0.48977642625839407,-0.5609748304808925,1,1,0,True,False,False,True,False,False,True,False,False,False
784,0,3,-0.10463740114712752,1,2,-0.17626323901354432,1.299429290952638,0,1,2,False,True,False,False,True,False,False,True,False,False
194,1,2,-2.025883484179407,1,1,-0.12491978668775715,0.6792945838081278,0,0,2,False,True,False,False,True,True,False,False,False,False
870,1,3,-1.949033640858116,1,1,-0.4242561406845337,0.6792945838081278,0,0,1,False,True,False,False,True,True,False,False,False,False
716,0,3,-0.7962859910387481,0,0,-0.494391296561559,-0.5609748304808925,1,1,0,False,True,False,False,True,False,False,True,False,False
526,0,3,0.8559856403690123,0,0,-0.49237782784290063,-0.5609748304808925,1,2,0,False,True,False,True,False,False,False,True,False,False
382,1,3,-2.1795831708219895,0,2,-0.33146744825388363,0.6792945838081278,0,0,2,True,False,True,False,False,False,True,False,False,False
141,0,3,-0.10463740114712752,0,2,-0.3414522396297103,0.6792945838081278,0,1,2,True,False,True,False,False,False,False,False,True,False
174,0,3,-0.6425863043961658,0,0,-0.4888542575852486,-0.5609748304808925,1,1,1,False,True,False,False,True,False,False,True,False,False
7,0,1,1.893458525206443,0,0,0.395813560675251,-0.5609748304808925,1,3,3,False,True,False,False,True,False,False,True,False,False
719,0,3,-0.10463740114712752,0,0,-0.3363340021468808,-0.5609748304808925,1,1,2,False,True,False,True,False,False,False,True,False,False
686,0,2,-0.33518693111100106,1,2,0.18876253192945994,1.299429290952638,0,1,3,False,True,True,False,False,False,False,True,False,False
74,0,3,-0.2583370877897099,1,0,-0.3573908580066095,0.059159876663617626,0,1,1,False,True,True,False,False,False,False,True,False,False
883,0,3,-0.5657364610748746,0,0,-0.4366711888037809,-0.5609748304808925,1,1,1,True,False,False,False,True,False,True,False,False,False
329,1,3,0.12591212881674602,1,1,-0.2351571990343002,0.6792945838081278,0,1,2,True,False,False,False,True,False,False,False,True,False
454,1,1,1.5092093085999871,1,0,1.145663540471827,0.059159876663617626,0,3,3,False,True,True,False,False,False,False,True,False,False
146,0,2,-0.7962859910387481,1,1,0.09152810056801232,0.6792945838081278,0,1,3,False,True,False,False,True,False,False,True,False,False
235,0,2,-0.41203677443229225,0,0,-0.43700743807979686,-0.5609748304808925,1,1,1,False,True,False,False,True,False,False,True,False,False
221,1,3,-1.0268355210026217,0,0,-0.4863374216869257,-0.5609748304808925,1,0,1,False,True,False,False,True,False,False,True,False,False
371,1,1,-0.33518693111100106,1,0,0.4678796330534696,0.059159876663617626,0,1,3,False,True,True,False,False,False,False,True,False,False
812,0,3,0.7407108753870755,0,0,-0.1621689579829361,-0.5609748304808925,1,2,2,False,True,False,False,True,False,False,True,False,False
133,0,3,1.3555096219574048,1,0,-0.35646868933346404,0.059159876663617626,0,2,2,True,False,False,False,True,False,False,False,True,False
695,0,1,2.3545575851341902,0,0,-0.11384570873513637,-0.5609748304808925,1,3,2,False,True,False,False,True,False,False,False,False,True
865,0,2,-0.41203677443229225,0,0,-0.3866707201133388,-0.5609748304808925,1,1,1,False,True,False,False,True,False,False,True,False,False
186,0,1,-0.10463740114712752,0,0,0.3583127057902398,-0.5609748304808925,1,1,3,False,True,False,False,True,False,False,True,False,False
42,0,2,-0.1814872444684187,1,0,-0.22559322262067316,0.059159876663617626,0,1,2,True,False,False,False,True,False,False,False,True,False
548,1,2,-0.10463740114712752,0,0,-0.3693045524149108,-0.5609748304808925,1,1,1,False,True,True,False,False,False,False,True,False,False
109,0,3,0.6638610320657843,0,0,-0.4894421904510968,-0.5609748304808925,1,2,0,False,True,False,False,True,False,False,True,False,False
604,0,3,1.1249600919935314,0,0,-0.4863374216869257,-0.5609748304808925,1,2,1,False,True,False,False,True,False,False,True,False,False
57,1,2,-0.6425863043961658,0,0,-0.43700743807979686,-0.5609748304808925,1,1,1,True,False,False,False,True,False,True,False,False,False
395,1,3,-0.41203677443229225,0,2,-0.312172377522981,0.6792945838081278,0,1,2,True,False,False,False,True,False,False,False,True,False
707,1,2,1.2018099353148226,0,0,-0.3766033765200472,-0.5609748304808925,1,2,1,True,False,False,False,True,False,False,False,True,False
550,1,2,-1.6416342675729512,1,1,0.09152810056801232,0.6792945838081278,0,0,3,False,True,False,False,True,True,False,False,False,False
25,0,3,-1.6416342675729512,3,1,-0.22408312108167944,1.9195639980971482,0,0,2,True,False,False,False,True,False,True,False,False,False
352,0,1,-0.10463740114712752,0,0,0.05629239799149171,-0.5609748304808925,1,1,3,False,True,False,False,True,False,False,True,False,False
430,1,3,0.20276197213803718,0,0,-0.4863374216869257,-0.5609748304808925,1,1,1,False,True,False,False,True,False,False,True,False,False
435,0,1,1.5860591519212783,1,0,0.4771073601910807,0.059159876663617626,0,3,3,False,True,False,False,True,False,False,True,False,False
52,0,3,-0.6425863043961658,0,0,-0.4913710934835715,-0.5609748304808925,1,1,0,False,True,False,False,True,False,False,True,False,False
527,1,2,1.5860591519212783,0,0,-0.43700743807979686,-0.5609748304808925,1,3,1,True,False,False,False,True,False,True,False,False,False
817,0,3,-0.48888661775358344,0,0,-0.4888542575852486,-0.5609748304808925,1,1,1,True,False,False,False,True,False,True,False,False,False
570,1,3,0.20276197213803718,0,0,-0.4902797934380587,-0.5609748304808925,1,1,0,False,True,False,False,True,False,False,True,False,False
265,0,3,-0.10463740114712752,0,0,-0.49237782784290063,-0.5609748304808925,1,1,0,True,False,False,True,False,False,True,False,False,False
437,0,3,-0.6425863043961658,2,2,0.04370821849987721,1.9195639980971482,0,1,3,True,False,False,False,True,False,True,False,False,False
614,0,3,-0.10463740114712752,0,0,-0.49237782784290063,-0.5609748304808925,1,1,0,False,True,False,True,False,False,False,True,False,False
694,0,3,-0.33518693111100106,0,0,-0.5029485386158568,-0.5609748304808925,1,1,0,False,True,True,False,False,False,False,True,False,False
353,0,3,-1.1036853643239128,1,1,-0.5028639729296732,0.6792945838081278,0,0,0,False,True,True,False,False,False,False,True,False,False
19,0,3,0.12591212881674602,1,0,-0.2859972841804228,0.059159876663617626,0,1,2,True,False,False,False,True,False,False,False,True,False
667,0,2,-0.33518693111100106,0,0,-0.3866707201133388,-0.5609748304808925,1,1,1,False,True,False,False,True,False,False,True,False,False
583,0,2,1.893458525206443,0,0,-0.12491978668775715,-0.5609748304808925,1,3,2,False,True,False,False,True,False,False,True,False,False
84,0,1,-0.10463740114712752,0,0,0.29992211294914856,-0.5609748304808925,1,1,3,False,True,False,False,True,False,False,True,False,False
62,1,1,0.6638610320657843,0,0,0.962353321387736,-0.5609748304808925,1,2,3,True,False,False,False,True,False,True,False,False,False
273,1,2,0.8944105620296577,0,1,-0.255795253400548,0.059159876663617626,0,2,2,True,False,False,False,True,False,False,False,True,False
286,0,3,0.27961181545932834,0,0,-0.47400492578514347,-0.5609748304808925,1,2,1,False,True,True,False,False,False,False,True,False,False
696,0,2,1.7397588385638607,0,0,-0.3766033765200472,-0.5609748304808925,1,3,1,False,True,False,False,True,False,False,True,False,False
747,0,3,-1.0268355210026217,1,1,-0.24069423801061057,0.6792945838081278,0,0,2,False,True,False,False,True,False,False,True,False,False
13,0,3,-0.719436147717457,0,0,-0.4863374216869257,-0.5609748304808925,1,1,1,False,True,False,False,True,False,False,True,False,False
183,0,3,-1.56478442425166,4,2,-0.016444159470040135,3.1598334123861687,0,0,3,False,True,False,False,True,True,False,False,False,False
445,1,3,-0.10463740114712752,0,0,-0.48507900373776425,-0.5609748304808925,1,1,1,False,True,False,False,True,False,False,True,False,False
553,0,3,-0.10463740114712752,0,0,-0.49078316061772326,-0.5609748304808925,1,1,0,False,True,False,True,False,False,False,True,False,False
224,0,3,-0.10463740114712752,0,0,-0.4894421904510968,-0.5609748304808925,1,1,0,False,True,False,False,True,False,False,True,False,False
514,1,1,1.893458525206443,1,0,0.5475787653441219,0.059159876663617626,0,3,3,True,False,True,False,False,False,False,False,True,False
629,0,3,-0.2583370877897099,0,0,-0.4894421904510968,-0.5609748304808925,1,1,0,False,True,False,False,True,False,False,True,False,False
588,1,1,2.3545575851341902,1,1,0.9462455716384695,0.6792945838081278,0,3,3,False,True,True,False,False,False,False,True,False,False
693,1,3,-0.10463740114712752,0,0,0.48910360681684706,-0.5609748304808925,1,1,3,False,True,False,False,True,False,False,True,False,False
524,1,1,1.1249600919935314,0,1,0.5189714017894245,0.059159876663617626,0,2,3,True,False,True,False,False,False,False,False,True,False
665,1,3,-0.719436147717457,1,0,-0.4888542575852486,0.059159876663617626,0,1,1,False,True,False,False,True,False,False,True,False,False
177,0,3,-0.10463740114712752,3,1,-0.13565761536436197,1.9195639980971482,0,1,2,False,True,False,False,True,True,False,False,False,False
842,0,2,-1.0268355210026217,0,0,-0.43700743807979686,-0.5609748304808925,1,0,1,False,True,False,False,True,False,False,True,False,False
679,0,3,1.0481102486722402,1,6,0.2958951755118318,3.779968119530679,0,2,3,True,False,False,False,True,False,False,False,True,False
164,0,3,-0.9499856776813305,0,0,-0.47400492578514347,-0.5609748304808925,1,1,1,False,True,False,False,True,False,False,True,False,False
249,1,1,0.5870111887444931,1,1,0.40974072380221066,0.6792945838081278,0,2,3,False,True,False,False,True,False,False,True,False,False
571,1,2,2.5082572717767726,0,0,-0.43700743807979686,-0.5609748304808925,1,3,1,False,True,False,False,True,False,False,True,False,False
788,0,3,-1.6416342675729512,4,1,-0.06199888922968463,2.5396987052416584,0,0,2,False,True,False,True,False,True,False,False,False,False
75,1,3,0.20276197213803718,0,0,0.48910360681684706,-0.5609748304808925,1,1,3,False,True,False,False,True,False,False,True,False,False
114,0,3,-0.719436147717457,1,0,-0.4505983519307405,0.059159876663617626,0,1,1,True,False,False,False,True,False,True,False,False,False
636,1,2,-0.10463740114712752,0,0,-0.3866707201133388,-0.5609748304808925,1,1,1,True,False,False,False,True,False,True,False,False,False
502,0,3,-0.6425863043961658,0,0,-0.49237782784290063,-0.5609748304808925,1,1,0,True,False,False,True,False,False,True,False,False,False
105,0,3,0.5870111887444931,2,0,-0.4888542575852486,0.6792945838081278,0,2,1,False,True,False,False,True,False,False,True,False,False
115,0,3,-0.9499856776813305,0,0,-0.3573083057891445,-0.5609748304808925,1,1,2,True,False,True,False,False,False,True,False,False,False
369,1,3,-0.10463740114712752,0,0,-0.49237782784290063,-0.5609748304808925,1,1,0,True,False,False,True,False,False,True,False,False,False
93,0,1,1.2786597786361138,1,0,0.5833178351003071,0.059159876663617626,0,2,3,False,True,False,False,True,False,False,True,False,False
498,0,3,-0.10463740114712752,0,0,-0.3443878770215141,-0.5609748304808925,1,1,2,False,True,False,False,True,False,False,True,False,False
90,0,3,-0.41203677443229225,0,0,-0.4863374216869257,-0.5609748304808925,1,1,1,False,True,False,False,True,False,False,True,False,False
337,0,1,-0.027787557825836348,1,0,0.6925485130875209,0.059159876663617626,0,1,3,False,True,False,False,True,False,False,True,False,False
880,1,1,2.0471582118490255,0,1,1.0259447039291216,0.059159876663617626,0,3,3,True,False,True,False,False,False,False,False,True,False
818,0,2,0.12591212881674602,1,1,0.09664633805084172,0.6792945838081278,0,1,3,False,True,True,False,False,False,False,True,False,False
829,1,3,-0.10463740114712752,0,0,-0.49237782784290063,-0.5609748304808925,1,1,0,False,True,False,True,False,False,False,True,False,False
544,1,2,0.20276197213803718,1,0,-0.12491978668775715,0.059159876663617626,0,1,2,False,True,False,False,True,False,False,True,False,False
549,0,3,0.27961181545932834,1,1,-0.2351571990343002,0.6792945838081278,0,2,2,False,True,False,False,True,False,False,True,False,False
95,0,3,2.277707741812899,0,0,-0.5024451714361923,-0.5609748304808925,1,3,0,False,True,False,False,True,False,False,True,False,False
12,1,1,2.200857898491608,0,0,-0.11384570873513637,-0.5609748304808925,1,3,2,True,False,False,False,True,False,True,False,False,False
432,1,3,-0.10463740114712752,1,0,-0.32425318983493084,0.059159876663617626,0,1,2,True,False,False,False,True,False,False,False,True,False
44,1,2,-2.025883484179407,1,2,0.18876253192945994,1.299429290952638,0,0,3,True,False,True,False,False,False,True,False,False,False
43,0,3,-0.10463740114712752,0,0,-0.4894421904510968,-0.5609748304808925,1,1,0,False,True,True,False,False,False,False,True,False,False
330,1,1,-1.0268355210026217,0,1,0.5189714017894245,0.059159876663617626,0,0,3,True,False,True,False,False,False,True,False,False,False
168,0,3,1.2018099353148226,1,4,-0.08666388103324908,2.5396987052416584,0,2,2,True,False,False,False,True,False,False,False,True,False
780,1,1,1.0481102486722402,0,1,3.6067927997556075,0.059159876663617626,0,2,3,True,False,False,False,True,False,False,False,True,False
538,1,1,0.04906228549545483,0,0,1.4944124302931971,-0.5609748304808925,1,1,3,True,False,True,False,False,False,True,False,False,False
736,0,3,-0.06621247948648194,0,0,-0.32425318983493084,-0.5609748304808925,1,1,2,False,True,False,False,True,False,False,True,False,False
500,0,3,-0.41203677443229225,0,0,-0.49145565916975514,-0.5609748304808925,1,1,0,False,True,False,False,True,False,False,True,False,False
179,0,2,0.04906228549545483,0,0,-0.3866707201133388,-0.5609748304808925,1,1,1,False,True,False,False,True,False,False,True,False,False
584,0,1,0.5101613454232019,0,0,0.15948266982273065,-0.5609748304808925,1,2,3,False,True,True,False,False,False,False,True,False,False
785,0,3,-0.33518693111100106,0,0,-0.5064721088735089,-0.5609748304808925,1,1,0,False,True,False,False,True,False,False,True,False,False
594,0,3,-0.10463740114712752,0,2,-0.49237782784290063,0.6792945838081278,0,1,0,True,False,False,True,False,False,True,False,False,False
178,0,1,1.5860591519212783,0,0,-0.07030444769415023,-0.5609748304808925,1,3,2,True,False,True,False,False,False,True,False,False,False
